pupil,stimulus
0.205181032600159,-0.894034459647347
0.35962768202147,-0.870382619104802
0.314793158631587,-0.86108286402368
0.323945327718132,-0.867569066886482
0.312397648685581,-0.883134113876237
0.321126222015,-0.904148796897208
0.31079806712641,-0.935776464256228
0.312862247914931,-0.984719856300738
0.29722928822775,-1.04429925004244
0.291683996955241,-1.08733098993636
0.280514093767705,-1.07476265117477
0.280299748416037,-0.969985160065073
0.274024437164713,-0.751156698263744
0.257839561825308,-0.421017452789643
0.248020589297224,-0.0113431050577182
0.247109121830495,0.421513683309731
0.237263926224015,0.812557969019223
0.22165711906927,1.11128589417633
0.218116656189962,1.30013965481143
0.201105026770058,1.39960680282794
0.198893577157871,1.45508803447841
0.192297436352425,1.51471544890914
0.200557352545742,1.61025215920336
0.19921140678659,1.74409509968431
0.192045139760158,1.88587891200629
0.174947301744475,1.98494314822798
0.173032431725334,1.99128867079599
0.171546165594599,1.87607208867827
0.152286862907956,1.6406641632637
0.155651547177562,1.31225070828852
0.145139924033001,0.936444364244845
0.12780081128558,0.566751315496138
0.112737290702873,0.253006292069955
0.101941783383092,0.0319421680297606
0.0829394757476927,-0.0877514620531513
0.0628629880700773,-0.128675213146521
0.0525112005566528,-0.130564871267014
0.0457431240613891,-0.131976622333024
0.0282131717814129,-0.157835096144482
0.0147273227647003,-0.218079519737956
0.00235078487585224,-0.310462237137992
-0.00746568724259001,-0.421475398620465
-0.0241197315201772,-0.52907975277233
-0.0256777572736345,-0.611383754178529
-0.0458525166903893,-0.656101848395755
-0.0440276596277123,-0.66891969913855
-0.0526528600923752,-0.670083848409249
-0.0633073288607004,-0.679022581773382
-0.0667697634668718,-0.702944015397588
-0.0720451438737393,-0.738906314717705
-0.079780840008755,-0.786494943913271
-0.0866046667174188,-0.85172617080604
-0.0859150575829088,-0.938930066991621
-0.101518685851602,-1.04266830252404
-0.121356798673499,-1.14304710604797
-0.104433502702276,-1.21020218852698
-0.114325106664593,-1.21365237091196
-0.115090372724427,-1.13065621088602
-0.126672405854535,-0.953242201860351
-0.135039736493912,-0.694768362010958
-0.134503624789367,-0.389615837261403
-0.14026862278633,-0.0771172710354949
-0.142692814685236,0.217567696324042
-0.138475337155129,0.486725185937004
-0.137839867299314,0.732279671457715
-0.144684911748967,0.953144268532067
-0.146465198501755,1.13898924346819
-0.136651452650639,1.27552112530922
-0.155456290676955,1.35310628815344
-0.156790961202316,1.37296760969405
-0.164000232468729,1.34657751466252
-0.162961520519221,1.29106955923512
-0.178209164523305,1.22351974095483
-0.190396269204601,1.15711306684956
-0.175846501054023,1.10202562610409
-0.186352067968839,1.06587712760285
-0.186076275578885,1.05084635453797
-0.195325393740055,1.05299768919854
-0.19354403675113,1.06490165056076
-0.203756633415815,1.07851633914348
-0.21508113916738,1.08827831920558
-0.217030868224982,1.09220002352329
-0.219695786449064,1.09161660445463
-0.223075293710381,1.08687844885585
-0.2215900027273,1.07087137880159
-0.231719293098112,1.02696697003675
-0.227627072243329,0.935840347624529
-0.222194822085393,0.787948329676367
-0.226640914508733,0.5932913884041
-0.21805682400268,0.382901901301439
-0.214174992000426,0.20111652151421
-0.211644654886728,0.0908448522548041
-0.21741468758196,0.0779774175561023
-0.206339422112119,0.164255023692286
-0.191201459305214,0.329633086195708
-0.182615093128747,0.541322521864856
-0.173827692834097,0.763273934327612
-0.168250822383758,0.959015275640562
-0.162247804136603,1.09303459378654
-0.162042090770437,1.13367337514388
-0.141684750035929,1.05965165861017
-0.12909123498183,0.868056642480087
-0.12382409478811,0.576468025845108
-0.104006848431011,0.225418837441913
-0.100237018716571,-0.128633365691743
-0.0860877090096262,-0.433675376716721
-0.0766882570501764,-0.658685055596606
-0.0680415593133142,-0.798988350946161
-0.0696072474084221,-0.870159070894978
-0.0693756536178671,-0.897134967446684
-0.0622845829830231,-0.904443172222764
-0.0551790729005759,-0.908307100017203
-0.0334309860257063,-0.914125620703054
-0.0338061838551705,-0.919407298571612
-0.0386636951174719,-0.920220674002558
-0.02827471113885,-0.91562319351062
-0.0249030406905776,-0.905665734330703
-0.0242225524041175,-0.889343693951247
-0.0237393957264116,-0.866964277504324
-0.024575701091947,-0.843451319724322
-0.018394668577163,-0.828229178730131
-0.0196622895129822,-0.831743450334427
-0.0181599775089331,-0.863011944991154
-0.0196327395226667,-0.927083319956725
-0.0272290946592515,-1.0206596879141
-0.028385498470114,-1.13363214434855
-0.0243888153018263,-1.2543811053127
-0.0256816093767687,-1.37314267822649
-0.0356633085840212,-1.48197573011643
-0.0520755002495813,-1.5696751628796
-0.0603566372265558,-1.61573932191447
-0.0530821303441179,-1.59006991398175
-0.0562909913264693,-1.45897129884662
-0.0615524684442981,-1.1976418158353
-0.0802508120147826,-0.807571594964416
-0.0922288617736071,-0.329644531299446
-0.0867972466770249,0.162660179909155
-0.0950212926016393,0.595915254865899
-0.0980134336232351,0.928867364697771
-0.103774956137082,1.15183230395599
-0.107602851989115,1.27025422153892
-0.118925234762577,1.29952862840441
-0.131068201609363,1.26513377759118
-0.13516722569137,1.19573343622018
-0.136990650019515,1.1112765135026
-0.151722941653149,1.02040911803932
-0.15689504792904,0.929592308327264
-0.157661912264286,0.84564396511208
-0.171884207905404,0.770386680968556
-0.184376036425985,0.702428206668123
-0.188119913385723,0.641718273891071
-0.192938043251109,0.58716103413929
-0.192736229521685,0.533314798049554
-0.208879679240096,0.472784982680191
-0.214140664870257,0.399980818784508
-0.229367963643942,0.313109688625301
-0.237268247021165,0.21707726305347
-0.245868010431772,0.123698515221015
-0.264502105829716,0.0463006763501903
-0.266574677658213,-0.00625940415011737
-0.274613634701976,-0.032115954967596
-0.281550097277817,-0.0360179558933305
-0.287257395768924,-0.0276350127667046
-0.285934060148183,-0.0216909837689719
-0.300129741411054,-0.0381070283643762
-0.308227480692113,-0.0969059458467222
-0.312909921100447,-0.210457540267349
-0.315644182706105,-0.37698116973548
-0.322950124125199,-0.575386395931703
-0.331821546885789,-0.767518691293852
-0.337268527399462,-0.910822420973947
-0.351297049683362,-0.972105595182561
-0.350131602085041,-0.935541449273824
-0.360184747312241,-0.797589753554774
-0.366574980302504,-0.554386203016861
-0.368450550592795,-0.199156021274368
-0.385450497532943,0.265777999015143
-0.389299335373223,0.812443650164109
-0.384622268457215,1.38557106843299
